,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
1373,D,0.875,0.9583333333333334,L,L,D,D,D,W,-0.7083333333333334,-0.4583333333333333,-0.16666666666666666,6.0
1374,H,0.875,1.1666666666666667,L,L,D,L,W,W,-0.75,0.375,-0.20833333333333334,9.0
1375,H,2.0,2.0,D,D,D,W,W,L,0.9166666666666666,1.2916666666666667,-0.125,2.0
1376,D,0.9583333333333334,1.0833333333333333,L,L,D,W,L,D,-0.4166666666666667,-0.3333333333333333,-0.125,-3.0
1377,A,0.9583333333333334,1.9583333333333333,D,D,W,W,W,W,-0.4583333333333333,0.5833333333333334,-0.16666666666666666,1.0
1378,D,2.0,1.125,W,W,L,L,L,L,1.2916666666666667,-0.625,0.25,-16.0
1379,H,1.5416666666666667,1.0,D,D,W,D,L,L,0.16666666666666666,-0.3333333333333333,0.16666666666666666,-11.0
1380,H,1.24,0.88,W,L,W,D,L,L,0.4,-0.68,0.2,-4.0
1381,A,0.96,2.04,L,L,L,W,D,D,-0.64,0.96,-0.2,4.0
1382,H,1.08,0.96,D,W,L,W,L,L,-0.32,-0.68,0.04,-3.0
1383,A,0.88,0.96,D,L,W,D,L,L,-0.88,-0.4,0.12,6.0
1384,D,1.32,1.2,D,D,L,L,D,W,0.08,0.0,-0.08,-3.0
1385,D,0.96,1.72,L,W,D,D,D,W,-0.2,0.52,-0.04,8.0
1386,A,1.32,2.24,D,W,W,W,W,W,0.0,1.24,-0.08,9.0
1387,H,0.96,1.24,L,L,L,W,L,W,-0.64,0.4,-0.24,-1.0
1388,H,2.24,1.2,W,W,W,L,D,W,1.24,0.0,0.2,-16.0
1389,D,1.72,1.08,D,D,W,D,W,L,0.52,-0.32,0.04,-12.0
1390,A,1.9615384615384615,1.8846153846153846,W,D,W,D,L,W,0.6153846153846154,1.1153846153846154,0.11538461538461539,4.0
1391,H,1.0384615384615385,1.2692307692307692,L,W,D,L,D,W,-0.38461538461538464,-0.038461538461538464,0.0,6.0
1392,H,2.269230769230769,0.8846153846153846,W,W,W,L,L,D,1.3076923076923077,-0.5384615384615384,0.3076923076923077,-6.0
1393,D,0.8461538461538461,1.3076923076923077,L,D,L,D,D,D,-0.6923076923076923,0.07692307692307693,-0.07692307692307693,-1.0
1394,D,0.9230769230769231,1.0384615384615385,L,W,L,W,L,L,-0.7307692307692307,-0.5384615384615384,0.0,10.0
1395,H,1.2692307692307692,0.8461538461538461,W,L,D,L,D,L,0.07692307692307693,-0.8846153846153846,0.11538461538461539,-1.0
1396,D,2.076923076923077,1.1923076923076923,W,W,D,L,W,L,0.9615384615384616,0.3076923076923077,0.15384615384615385,-5.0
1397,D,1.0384615384615385,1.5384615384615385,W,D,L,W,L,D,-0.34615384615384615,0.23076923076923078,0.0,7.0
1398,A,1.1153846153846154,0.9615384615384616,D,D,L,D,L,W,-0.5769230769230769,-0.19230769230769232,-0.07692307692307693,7.0
1399,D,1.6923076923076923,1.2692307692307692,D,D,D,W,L,D,0.5,0.07692307692307693,-0.038461538461538464,-14.0
1400,H,1.9259259259259258,1.2962962962962963,W,D,L,D,D,D,1.1111111111111112,0.07407407407407407,0.037037037037037035,-12.0
1401,H,1.5185185185185186,0.8148148148148148,D,W,L,L,L,D,0.2222222222222222,-0.9259259259259259,0.1111111111111111,-13.0
1402,H,0.8518518518518519,2.037037037037037,D,L,D,D,W,W,-0.6666666666666666,0.9259259259259259,-0.18518518518518517,9.0
1403,D,1.8888888888888888,0.9259259259259259,L,W,D,D,L,W,0.5555555555555556,-0.7037037037037037,0.0,-12.0
1404,H,1.1111111111111112,1.037037037037037,W,L,W,D,W,D,-0.3333333333333333,-0.3333333333333333,0.037037037037037035,4.0
1405,A,1.0740740740740742,0.9629629629629629,L,D,D,W,L,L,-0.5925925925925926,-0.48148148148148145,-0.037037037037037035,11.0
1406,H,1.2222222222222223,1.1851851851851851,L,L,D,D,L,W,-0.07407407407407407,0.2962962962962963,-0.1111111111111111,1.0
1407,H,2.037037037037037,1.1481481481481481,D,W,W,D,W,D,0.9259259259259259,-0.2222222222222222,0.07407407407407407,-11.0
1408,A,1.037037037037037,1.9259259259259258,D,W,L,W,D,L,-0.5185185185185185,1.1111111111111112,0.0,6.0
1409,A,0.8148148148148148,1.6666666666666667,L,L,D,D,D,D,-0.9259259259259259,0.48148148148148145,-0.07407407407407407,15.0
1410,D,0.9642857142857143,1.5714285714285714,D,W,L,W,D,W,-0.4642857142857143,0.2857142857142857,-0.10714285714285714,2.0
1411,A,1.2142857142857142,1.0357142857142858,L,D,W,L,L,D,0.03571428571428571,-0.6071428571428571,0.10714285714285714,-1.0
1412,H,1.1428571428571428,1.8571428571428572,L,D,L,D,L,W,0.25,0.5357142857142857,-0.10714285714285714,3.0
1413,A,1.0,2.3214285714285716,L,D,W,W,W,W,-0.35714285714285715,1.2857142857142858,-0.17857142857142858,11.0
1414,H,0.9285714285714286,1.1785714285714286,D,D,L,W,W,L,-0.6785714285714286,-0.2857142857142857,-0.14285714285714285,2.0
1415,H,1.1071428571428572,0.9285714285714286,W,W,D,W,D,L,0.0,-0.5714285714285714,0.10714285714285714,-2.0
1416,A,1.25,1.2857142857142858,L,D,D,W,L,L,0.03571428571428571,-0.03571428571428571,-0.03571428571428571,4.0
1417,D,1.1071428571428572,1.1071428571428572,L,D,W,W,W,D,-0.2857142857142857,0.0,-0.10714285714285714,4.0
1418,A,1.2142857142857142,0.9642857142857143,L,D,W,D,W,L,0.03571428571428571,-0.4642857142857143,0.0,10.0
1419,H,1.6428571428571428,0.9642857142857143,D,D,D,D,W,L,0.4642857142857143,-0.4642857142857143,-0.03571428571428571,-4.0
1420,A,1.1379310344827587,1.1724137931034482,L,W,W,L,L,D,-0.3448275862068966,0.0,0.1724137931034483,-1.0
1421,H,1.5517241379310345,1.0,D,W,D,W,D,D,0.27586206896551724,-0.5862068965517241,0.0,-13.0
1422,D,1.103448275862069,0.9655172413793104,W,L,L,L,L,D,-0.5517241379310345,-0.3793103448275862,0.06896551724137931,6.0
1423,A,2.2413793103448274,2.0,L,W,W,W,L,D,1.1379310344827587,0.8620689655172413,0.06896551724137931,-3.0
1424,D,0.896551724137931,1.0,L,W,D,D,L,D,-0.6896551724137931,-0.5172413793103449,0.06896551724137931,5.0
1425,A,1.103448275862069,1.206896551724138,D,L,D,L,L,D,-0.27586206896551724,0.0,0.034482758620689655,1.0
1426,A,1.793103448275862,1.103448275862069,L,D,L,D,W,W,0.4482758620689655,0.0,-0.20689655172413793,-5.0
1427,H,2.0,1.206896551724138,W,W,W,W,L,D,1.103448275862069,0.3103448275862069,0.1724137931034483,-7.0
1428,D,1.3448275862068966,0.7586206896551724,W,W,L,L,L,L,0.0,-1.0,0.20689655172413793,-8.0
1429,D,1.0344827586206897,1.3448275862068966,W,D,W,W,W,L,-0.41379310344827586,0.0,0.034482758620689655,-3.0
1430,H,1.2333333333333334,2.1666666666666665,W,L,L,L,L,W,0.06666666666666667,1.0333333333333334,0.0,16.0
1431,A,0.9666666666666667,1.7333333333333334,D,L,L,W,W,D,-0.36666666666666664,0.6333333333333333,-0.2,9.0
1432,H,1.0666666666666667,1.6,W,D,L,W,D,W,-0.4666666666666667,0.3333333333333333,-0.1,3.0
1433,H,0.9666666666666667,0.9,L,W,D,D,L,W,-0.6333333333333333,-0.6666666666666666,0.0,5.0
1434,H,1.1666666666666667,2.033333333333333,W,D,W,W,W,W,0.03333333333333333,1.1,-0.06666666666666667,9.0
1435,D,0.7666666666666667,1.1,D,L,L,L,L,W,-0.9666666666666667,-0.4,-0.06666666666666667,2.0
1436,H,2.033333333333333,1.7333333333333334,W,W,L,L,L,D,0.9333333333333333,0.4,0.16666666666666666,-2.0
1437,H,1.1666666666666667,1.0666666666666667,L,W,L,L,D,L,0.26666666666666666,-0.3,0.06666666666666667,-6.0
1438,H,1.2666666666666666,1.1,W,L,L,D,W,L,0.03333333333333333,-0.5333333333333333,-0.03333333333333333,-4.0
1439,H,1.7333333333333334,1.1666666666666667,W,W,D,L,W,L,0.6333333333333333,0.26666666666666666,0.13333333333333333,-6.0
1440,H,1.0,1.2258064516129032,D,L,W,W,W,D,-0.5161290322580645,0.06451612903225806,-0.0967741935483871,-4.0
1441,H,1.096774193548387,0.8709677419354839,D,L,L,L,D,L,-0.3870967741935484,-0.6774193548387096,0.0,3.0
1442,A,1.2903225806451613,2.064516129032258,W,W,L,W,W,W,0.12903225806451613,1.064516129032258,-0.0967741935483871,13.0
1443,D,1.064516129032258,1.064516129032258,L,D,W,D,W,D,-0.5483870967741935,-0.45161290322580644,-0.03225806451612903,10.0
1444,A,0.9354838709677419,1.967741935483871,L,D,L,L,W,W,-0.41935483870967744,1.032258064516129,-0.16129032258064516,10.0
1445,A,0.7741935483870968,1.032258064516129,D,D,L,W,L,W,-0.9354838709677419,-0.5806451612903226,-0.12903225806451613,0.0
1446,H,1.3225806451612903,1.032258064516129,D,D,W,L,L,D,0.0,-0.3225806451612903,0.12903225806451613,-5.0
1447,H,1.5483870967741935,1.3225806451612903,L,W,D,W,W,L,0.2903225806451613,0.06451612903225806,-0.06451612903225806,-9.0
1448,H,2.193548387096774,1.6774193548387097,W,L,L,L,L,L,1.032258064516129,0.22580645161290322,0.0967741935483871,-5.0
1449,H,1.967741935483871,1.096774193548387,L,W,W,D,L,L,1.032258064516129,-0.3870967741935484,0.16129032258064516,-14.0
1450,H,2.09375,1.0625,W,W,W,W,D,L,1.0625,-0.46875,0.15625,-3.0
1451,H,0.84375,1.0625,L,L,D,D,L,D,-0.75,-0.53125,-0.03125,-5.0
1452,D,1.0625,0.75,D,D,W,L,D,D,-0.4375,-0.96875,0.09375,-10.0
1453,D,1.09375,0.90625,W,W,L,L,L,D,-0.5,-0.46875,0.15625,6.0
1454,A,1.0,2.21875,L,L,L,W,W,L,-0.375,1.03125,-0.1875,14.0
1455,H,1.1875,1.375,L,W,W,W,D,D,0.03125,0.0625,0.03125,1.0
1456,A,1.28125,1.8125,L,W,W,W,W,W,-0.0625,0.71875,-0.09375,11.0
1457,D,1.625,1.59375,L,L,L,W,L,W,0.1875,0.40625,-0.1875,1.0
1458,A,1.1875,1.25,L,W,L,L,W,W,0.21875,0.09375,-0.09375,-8.0
1459,D,1.625,1.375,L,L,L,W,D,D,0.1875,0.0625,-0.15625,-4.0
1460,D,0.9090909090909091,1.303030303030303,W,L,L,W,L,W,-0.6666666666666666,0.15151515151515152,-0.09090909090909091,-4.0
1461,H,1.121212121212121,1.121212121212121,W,D,D,L,W,D,-0.3939393939393939,-0.30303030303030304,0.030303030303030304,-8.0
1462,H,1.0909090909090908,1.0303030303030303,D,W,W,L,W,D,-0.48484848484848486,-0.5757575757575758,0.09090909090909091,11.0
1463,H,0.9696969696969697,1.0303030303030303,L,L,L,L,D,L,-0.3939393939393939,-0.5757575757575758,-0.030303030303030304,-3.0
1464,H,1.1515151515151516,0.7575757575757576,L,L,W,D,L,D,0.15151515151515152,-0.9393939393939394,0.030303030303030304,-9.0
1465,H,1.2424242424242424,0.9090909090909091,W,L,W,D,L,L,0.06060606060606061,-0.45454545454545453,0.15151515151515152,-1.0
1466,D,2.121212121212121,1.8484848484848484,W,W,W,W,W,W,1.1515151515151516,0.7878787878787878,0.0,1.0
1467,D,2.0303030303030303,1.5757575757575757,W,W,L,D,W,L,1.0606060606060606,0.3939393939393939,0.06060606060606061,-3.0
1468,H,2.242424242424242,1.121212121212121,W,W,W,W,D,D,1.0606060606060606,-0.3939393939393939,0.12121212121212122,-7.0
1469,D,1.121212121212121,1.606060606060606,L,W,D,D,L,L,-0.30303030303030304,0.18181818181818182,0.09090909090909091,10.0
1470,A,1.5588235294117647,1.2058823529411764,D,D,W,W,L,L,0.38235294117647056,0.20588235294117646,0.058823529411764705,-4.0
1471,H,1.2941176470588236,1.1470588235294117,D,W,L,W,D,W,0.14705882352941177,-0.4411764705882353,-0.08823529411764706,-1.0
1472,A,1.0,2.088235294117647,L,L,D,D,W,W,-0.5882352941176471,1.1176470588235294,-0.17647058823529413,14.0
1473,H,2.264705882352941,1.2941176470588236,W,W,W,W,W,L,1.1176470588235294,0.08823529411764706,0.08823529411764706,-10.0
1474,H,0.7352941176470589,1.0294117647058822,L,D,L,W,L,L,-0.9705882352941176,-0.35294117647058826,-0.058823529411764705,3.0
1475,A,1.3235294117647058,2.0,D,L,W,D,W,W,0.029411764705882353,1.0294117647058822,-0.08823529411764706,8.0
1476,H,1.8235294117647058,0.9117647058823529,D,W,W,D,W,L,0.7647058823529411,-0.6470588235294118,0.08823529411764706,-10.0
1477,H,1.0,1.2058823529411764,L,L,W,L,L,L,-0.5882352941176471,-0.20588235294117646,0.08823529411764706,-7.0
1478,D,0.8823529411764706,1.088235294117647,L,D,L,L,W,D,-0.47058823529411764,-0.4411764705882353,-0.08823529411764706,4.0
1479,H,2.0,1.2941176470588236,D,W,W,D,W,L,1.0294117647058822,0.14705882352941177,0.08823529411764706,-15.0
1480,H,1.2571428571428571,1.0571428571428572,W,W,L,W,L,L,0.22857142857142856,-0.5142857142857142,0.08571428571428572,2.0
1481,A,0.8857142857142857,2.2857142857142856,L,D,W,W,W,W,-0.6857142857142857,1.1428571428571428,-0.14285714285714285,12.0
1482,A,1.0857142857142856,1.8571428571428572,D,L,W,W,D,W,-0.42857142857142855,0.8,-0.08571428571428572,5.0
1483,A,1.1142857142857143,1.2857142857142858,L,W,D,L,D,L,-0.45714285714285713,0.0,0.08571428571428572,8.0
1484,H,1.2571428571428571,0.8,L,W,W,W,L,D,0.0,-0.8571428571428571,0.05714285714285714,-7.0
1485,D,1.2,1.0857142857142856,D,L,L,D,L,L,-0.2,-0.3142857142857143,0.0,-2.0
1486,H,2.1142857142857143,0.8857142857142857,W,D,W,D,L,D,1.1428571428571428,-0.45714285714285713,0.14285714285714285,-8.0
1487,A,1.0,1.5142857142857142,L,W,L,L,D,D,-0.42857142857142855,0.34285714285714286,0.02857142857142857,10.0
1488,H,1.5714285714285714,0.9714285714285714,D,D,D,L,L,L,0.17142857142857143,-0.6285714285714286,0.08571428571428572,-12.0
1489,H,1.0571428571428572,1.0857142857142856,W,L,L,D,L,W,-0.5142857142857142,-0.42857142857142855,-0.02857142857142857,-1.0
1490,D,1.0833333333333333,0.9722222222222222,D,D,L,L,L,W,-0.3055555555555556,-0.4722222222222222,-0.027777777777777776,1.0
1491,D,1.5555555555555556,1.3055555555555556,W,L,D,W,L,W,0.3888888888888889,0.027777777777777776,-0.05555555555555555,-6.0
1492,H,1.3055555555555556,1.6111111111111112,L,W,D,W,D,D,0.1111111111111111,0.19444444444444445,-0.027777777777777776,11.0
1493,A,0.9444444444444444,1.0833333333333333,L,L,L,L,L,W,-0.6388888888888888,-0.4722222222222222,-0.08333333333333333,0.0
1494,H,0.7777777777777778,1.1666666666666667,L,W,L,L,D,L,-0.8611111111111112,-0.25,0.05555555555555555,4.0
1495,A,1.3333333333333333,2.138888888888889,W,L,D,W,W,D,0.027777777777777776,1.1944444444444444,-0.08333333333333333,6.0
1496,A,1.8888888888888888,2.0555555555555554,W,W,D,W,W,D,0.8611111111111112,1.0555555555555556,0.0,1.0
1497,H,2.3055555555555554,1.3055555555555556,W,W,W,W,W,W,1.1666666666666667,0.2777777777777778,0.0,-8.0
1498,H,0.8611111111111112,0.8611111111111112,L,D,L,L,L,D,-0.5277777777777778,-0.7222222222222222,0.0,-1.0
1499,A,1.1666666666666667,2.3055555555555554,L,D,L,W,W,W,-0.25,1.1666666666666667,-0.2222222222222222,13.0
1500,D,1.0810810810810811,0.918918918918919,D,D,D,L,L,L,-0.2972972972972973,-0.6486486486486487,0.08108108108108109,-2.0
1501,H,1.5405405405405406,1.2972972972972974,D,W,L,L,W,L,0.3783783783783784,-0.05405405405405406,0.02702702702702703,-5.0
1502,D,2.324324324324324,1.837837837837838,W,W,W,L,W,W,1.162162162162162,0.7567567567567568,0.08108108108108109,-2.0
1503,D,0.8378378378378378,1.5675675675675675,L,L,L,L,W,D,-0.7567567567567568,0.13513513513513514,-0.10810810810810811,7.0
1504,A,0.918918918918919,1.3513513513513513,W,L,D,W,L,W,-0.4594594594594595,0.16216216216216217,-0.05405405405405406,-5.0
1505,H,1.135135135135135,1.135135135135135,W,L,L,L,L,D,-0.43243243243243246,-0.2702702702702703,0.05405405405405406,4.0
1506,H,1.2972972972972974,1.2702702702702702,D,W,L,L,W,W,0.02702702702702703,0.21621621621621623,-0.05405405405405406,2.0
1507,H,2.081081081081081,1.0810810810810811,W,W,W,W,L,W,1.1081081081081081,-0.4864864864864865,0.08108108108108109,-5.0
1508,A,0.8378378378378378,2.1621621621621623,W,L,W,W,W,W,-0.7837837837837838,1.2432432432432432,-0.08108108108108109,14.0
1509,H,1.027027027027027,0.972972972972973,L,L,D,D,L,L,-0.5405405405405406,-0.4594594594594595,0.0,-7.0
1510,H,1.8157894736842106,1.1842105263157894,D,L,W,W,W,L,0.7368421052631579,-0.3684210526315789,-0.05263157894736842,-15.0
1511,H,1.5526315789473684,0.8947368421052632,D,L,W,L,W,L,0.13157894736842105,-0.47368421052631576,0.02631578947368421,-6.0
1512,D,1.0526315789473684,0.8157894736842105,L,W,L,L,W,L,-0.5263157894736842,-0.8157894736842105,0.0,-11.0
1513,A,1.394736842105263,1.5789473684210527,W,W,L,W,D,W,0.18421052631578946,0.42105263157894735,-0.02631578947368421,12.0
1514,A,0.9210526315789473,2.289473684210526,D,L,L,D,W,W,-0.631578947368421,1.131578947368421,-0.15789473684210525,17.0
1515,H,2.1842105263157894,1.3421052631578947,W,W,W,W,D,W,1.263157894736842,0.05263157894736842,0.05263157894736842,-7.0
1516,H,1.236842105263158,1.0789473684210527,L,L,W,D,D,D,0.18421052631578946,-0.2894736842105263,0.0,-7.0
1517,A,0.9473684210526315,2.1052631578947367,L,D,L,W,W,W,-0.5,1.131578947368421,-0.21052631578947367,13.0
1518,H,1.263157894736842,0.8421052631578947,L,L,W,D,L,L,-0.10526315789473684,-0.7368421052631579,0.05263157894736842,-3.0
1519,H,1.105263157894737,1.0789473684210527,L,L,L,W,L,L,-0.3157894736842105,-0.47368421052631576,-0.07894736842105263,6.0
1520,A,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-5.0
1521,A,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,5.0
1522,A,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-3.0
1523,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-14.0
1524,A,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,1.0
1525,A,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,7.0
1526,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-6.0
1527,A,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,9.0
1528,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-17.0
1529,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,6.0
1530,A,1.5,1.5,W,M,M,W,M,M,0.5,0.5,0.0,13.0
1531,A,1.5,0.0,W,M,M,L,M,M,1.0,-1.0,1.5,-7.0
1532,H,0.0,0.0,L,M,M,L,M,M,-0.5,-0.5,0.0,4.0
1533,H,0.0,1.5,L,M,M,W,M,M,-1.0,0.5,-1.5,17.0
1534,A,0.0,1.5,L,M,M,W,M,M,-0.5,0.5,-1.5,9.0
1535,H,0.0,1.5,L,M,M,W,M,M,-0.5,1.0,-1.5,-10.0
1536,H,1.5,0.0,W,M,M,L,M,M,2.5,-0.5,1.5,-10.0
1537,D,0.0,1.5,L,M,M,W,M,M,-0.5,1.0,-1.5,6.0
1538,H,0.0,0.0,L,M,M,L,M,M,-0.5,-0.5,0.0,4.0
1539,H,1.5,0.0,W,M,M,L,M,M,1.0,-1.0,1.5,-8.0
1540,H,1.0,0.0,L,W,M,L,L,M,-0.3333333333333333,-1.0,1.0,1.0
1541,A,1.0,1.0,L,W,M,L,W,M,0.3333333333333333,0.0,0.0,10.0
1542,H,1.0,0.0,W,L,M,L,L,M,-0.3333333333333333,-2.0,1.0,13.0
1543,A,1.0,2.0,L,W,M,W,W,M,-0.3333333333333333,1.0,-1.0,4.0
1544,A,1.0,2.0,L,W,M,W,W,M,0.3333333333333333,1.6666666666666667,-1.0,1.0
1545,A,1.0,1.0,W,L,M,W,L,M,1.0,0.0,0.0,-4.0
1546,D,0.0,1.0,L,L,M,L,W,M,-1.0,0.3333333333333333,-1.0,6.0
1547,A,0.0,1.0,L,L,M,W,L,M,-0.6666666666666666,1.0,-1.0,11.0
1548,H,2.0,1.0,W,W,M,W,L,M,1.0,-0.3333333333333333,1.0,-15.0
1549,H,1.0,2.0,L,W,M,W,W,M,0.0,2.6666666666666665,-1.0,-3.0
1550,H,1.0,1.5,D,L,W,W,L,W,-0.5,0.0,-0.5,-4.0
1551,H,2.25,1.0,W,W,W,D,W,L,1.5,0.0,1.25,-10.0
1552,D,0.75,0.75,L,W,L,W,L,L,-0.5,-1.0,0.0,1.0
1553,H,1.5,0.75,W,W,L,L,L,W,0.5,-0.75,0.75,-1.0
1554,H,0.75,0.75,W,L,L,L,L,W,-1.25,-1.0,0.0,-6.0
1555,A,0.0,2.25,L,L,L,W,W,W,-1.25,1.0,-2.25,4.0
1556,H,0.25,0.75,D,L,L,L,W,L,-0.75,-0.5,-0.5,-3.0
1557,H,0.75,1.5,L,W,L,W,W,L,0.25,0.0,-0.75,-16.0
1558,H,2.25,1.5,W,W,W,L,W,W,1.0,1.75,0.75,6.0
1559,A,0.0,0.0,L,L,L,L,L,L,-1.25,-0.75,0.0,1.0
1560,A,1.4,2.4,W,D,L,W,W,W,-0.2,1.6,-1.0,9.0
1561,H,1.2,0.8,L,W,L,D,W,L,-0.2,-0.8,-0.2,-1.0
1562,A,2.4,1.8,W,W,W,W,W,L,1.4,1.2,0.6,7.0
1563,H,0.6,0.8,L,L,L,L,D,L,-1.0,0.0,-0.2,2.0
1564,A,0.8,1.8,L,D,W,W,W,W,-0.2,0.6,-1.0,12.0
1565,H,1.2,0.6,W,L,L,L,W,L,-0.4,-1.2,0.0,2.0
1566,H,1.2,0.6,L,L,W,L,L,L,1.0,-1.0,0.6,-7.0
1567,H,1.8,0.0,W,W,W,L,L,L,0.6,-1.2,1.8,-8.0
1568,D,0.6,1.4,W,L,L,W,D,L,-0.4,-0.2,-0.2,1.0
1569,H,1.2,1.2,L,W,W,L,W,L,-0.6,-0.2,0.6,2.0
1570,A,0.6666666666666666,0.6666666666666666,L,D,W,L,L,D,-1.1666666666666667,-0.3333333333333333,0.5,-1.0
1571,A,0.6666666666666666,1.5,L,L,D,W,W,L,-0.16666666666666666,1.0,-0.8333333333333334,7.0
1572,H,2.5,2.0,W,W,W,L,W,W,1.5,0.8333333333333334,0.5,-5.0
1573,H,1.0,0.6666666666666666,W,L,W,L,W,D,-0.5,-0.6666666666666666,0.3333333333333333,-10.0
1574,H,2.0,2.0,W,W,W,L,W,W,1.3333333333333333,0.8333333333333334,0.5,-9.0
1575,H,0.6666666666666666,1.0,L,D,L,L,W,L,-0.6666666666666666,-0.5,-0.3333333333333333,11.0
1576,A,0.6666666666666666,0.6666666666666666,L,L,D,D,W,L,-0.3333333333333333,-0.3333333333333333,-0.5,5.0
1577,H,0.6666666666666666,2.0,L,W,D,W,W,W,-0.6666666666666666,0.8333333333333334,-0.8333333333333334,9.0
1578,A,1.0,1.5,L,W,L,W,L,L,-0.5,1.5,0.0,3.0
1579,H,1.5,0.6666666666666666,W,W,L,L,D,W,1.0,-1.1666666666666667,0.3333333333333333,-15.0
1580,A,0.0,1.2857142857142858,L,L,L,W,W,L,-1.2857142857142858,-0.2857142857142857,-0.8571428571428571,9.0
1581,A,1.1428571428571428,2.142857142857143,D,L,W,W,W,W,-0.2857142857142857,1.2857142857142858,-0.7142857142857143,11.0
1582,H,1.7142857142857142,1.2857142857142858,L,L,W,W,L,L,0.2857142857142857,-0.7142857142857143,0.0,-10.0
1583,H,0.8571428571428571,2.5714285714285716,L,W,L,W,W,W,-1.1428571428571428,1.7142857142857142,-0.8571428571428571,8.0
1584,H,1.2857142857142858,1.0,L,W,L,W,L,D,0.0,-0.42857142857142855,-0.14285714285714285,-2.0
1585,H,2.142857142857143,0.5714285714285714,W,L,W,L,L,L,1.0,-0.42857142857142855,0.8571428571428571,1.0
1586,D,1.0,1.7142857142857142,W,D,W,L,L,W,-0.14285714285714285,0.2857142857142857,0.5714285714285714,5.0
1587,H,1.2857142857142858,1.0,W,L,L,W,L,L,-0.7142857142857143,-0.14285714285714285,0.0,0.0
1588,H,0.5714285714285714,0.8571428571428571,L,L,D,L,W,L,-1.1428571428571428,-1.1428571428571428,-0.2857142857142857,6.0
1589,D,2.142857142857143,1.2857142857142858,W,W,W,L,W,L,1.2857142857142858,0.0,0.8571428571428571,-15.0
1590,A,0.875,0.0,L,W,L,L,L,L,-0.75,-1.25,0.375,4.0
1591,H,1.875,0.875,W,W,W,L,W,L,1.75,-0.875,0.75,-11.0
1592,H,2.25,1.875,L,W,W,W,W,W,1.25,1.5,-0.375,1.0
1593,D,1.25,1.0,D,W,W,L,D,L,-0.25,-0.5,0.75,-7.0
1594,D,0.625,0.875,D,L,L,D,L,L,-0.375,-0.5,0.0,2.0
1595,D,1.625,2.0,D,L,W,D,W,L,0.5,0.875,0.0,-4.0
1596,H,1.875,0.875,W,W,W,L,W,L,1.75,-0.25,0.75,-14.0
1597,H,1.625,2.25,D,L,W,L,W,W,0.5,1.25,-0.25,3.0
1598,D,1.25,0.875,D,W,W,L,W,L,-0.25,-0.75,0.5,-13.0
1599,H,2.25,1.0,W,W,W,D,W,D,1.375,-0.125,0.5,-12.0
1600,A,0.3333333333333333,1.7777777777777777,W,L,L,D,W,L,-1.0,0.7777777777777778,-0.1111111111111111,6.0
1601,H,1.0,0.5555555555555556,D,L,D,L,D,L,-0.4444444444444444,-0.4444444444444444,0.1111111111111111,3.0
1602,H,1.4444444444444444,1.6666666666666667,D,W,L,L,W,W,0.3333333333333333,1.1111111111111112,-0.2222222222222222,14.0
1603,H,1.1111111111111112,1.3333333333333333,W,L,W,W,L,W,-0.6666666666666666,-1.0,0.0,-3.0
1604,D,1.0,1.8888888888888888,L,W,L,D,D,W,-0.7777777777777778,0.7777777777777778,-0.2222222222222222,1.0
1605,H,1.1111111111111112,0.7777777777777778,W,D,L,W,L,L,-0.2222222222222222,-1.3333333333333333,0.1111111111111111,-10.0
1606,H,0.7777777777777778,1.4444444444444444,L,L,W,D,W,L,-0.3333333333333333,0.3333333333333333,-0.1111111111111111,2.0
1607,A,1.3333333333333333,1.0,W,L,W,L,W,L,-1.0,-0.7777777777777778,0.3333333333333333,7.0
1608,H,2.3333333333333335,1.1111111111111112,W,L,W,W,L,W,1.3333333333333333,-0.6666666666666666,0.0,-12.0
1609,D,0.7777777777777778,0.3333333333333333,W,L,L,W,L,L,-1.3333333333333333,-1.0,0.0,3.0
1610,A,1.9,1.2,W,D,W,W,D,L,0.8,-0.3,0.3,-4.0
1611,D,0.8,1.7,D,L,L,D,W,D,-0.7,0.5,-0.4,12.0
1612,H,1.1,1.1,W,L,D,L,D,D,-0.1,-0.3,0.2,8.0
1613,H,1.5,2.2,L,L,W,W,D,W,0.9,1.2,-0.4,1.0
1614,D,1.8,1.1,D,D,D,D,W,D,0.7,-0.2,-0.2,3.0
1615,D,0.6,1.9,D,L,D,D,W,W,-0.4,1.6,-0.5,5.0
1616,H,1.9,1.9,D,W,W,W,D,W,1.6,0.8,0.0,-4.0
1617,A,1.1,2.1,W,L,D,L,W,L,-0.1,1.1,0.1,10.0
1618,H,1.2,0.7,L,W,L,L,W,L,-1.0,-1.4,0.0,1.0
