,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
4138,H,1.7647058823529411,1.1764705882352942,D,D,W,L,L,D,0.6470588235294118,-0.2647058823529412,0.11764705882352941,-10.0
4139,A,0.47058823529411764,1.4705882352941178,L,L,L,W,L,W,-1.2058823529411764,0.29411764705882354,-0.17647058823529413,10.0
4140,A,1.1714285714285715,1.3428571428571427,L,W,L,W,L,L,-0.45714285714285713,0.2,0.0,17.0
4141,D,1.5714285714285714,0.8285714285714286,D,W,W,D,W,L,0.37142857142857144,-0.7428571428571429,0.08571428571428572,-9.0
4142,H,1.7428571428571429,1.3428571428571427,D,W,W,L,L,D,0.8,-0.2857142857142857,0.17142857142857143,-7.0
4143,H,2.085714285714286,1.1428571428571428,D,W,W,L,W,D,0.7428571428571429,-0.3142857142857143,0.08571428571428572,6.0
4144,D,0.8857142857142857,1.8,D,W,L,W,D,D,-0.5142857142857142,0.6857142857142857,-0.02857142857142857,13.0
4145,D,1.9428571428571428,1.1428571428571428,W,W,D,L,L,L,1.1142857142857143,-0.3142857142857143,0.2,-8.0
4146,H,1.8,0.8857142857142857,W,D,D,L,L,W,0.6857142857142857,-0.7142857142857143,0.05714285714285714,-15.0
4147,H,1.1714285714285715,1.1714285714285715,L,D,D,L,W,L,0.14285714285714285,-0.45714285714285713,-0.02857142857142857,-7.0
4148,H,0.8285714285714286,1.1142857142857143,D,W,L,D,D,W,-0.7428571428571429,-0.2,-0.02857142857142857,5.0
4149,D,1.3428571428571427,0.8857142857142857,L,L,D,D,W,L,-0.2857142857142857,-0.5142857142857142,-0.08571428571428572,-7.0
4150,H,1.2222222222222223,0.4444444444444444,W,L,W,L,L,L,-0.16666666666666666,-1.2222222222222223,0.16666666666666666,1.0
4151,A,1.1388888888888888,1.6388888888888888,D,L,L,W,W,D,-0.3055555555555556,0.4722222222222222,-0.16666666666666666,1.0
4152,D,1.6666666666666667,2.111111111111111,D,W,W,W,D,W,0.3333333333333333,0.8333333333333334,0.0,-10.0
4153,H,1.5,1.7777777777777777,W,D,W,W,D,W,0.3333333333333333,0.8888888888888888,0.0,5.0
4154,H,1.1111111111111112,1.5277777777777777,L,L,W,L,D,W,-0.4166666666666667,0.3055555555555556,-0.027777777777777776,2.0
4155,D,1.3333333333333333,1.9166666666666667,D,W,L,D,W,W,0.19444444444444445,1.0833333333333333,-0.08333333333333333,-4.0
4156,D,0.4444444444444444,0.8333333333333334,L,L,L,D,D,W,-1.2222222222222223,-0.7222222222222222,-0.1388888888888889,2.0
4157,D,1.1388888888888888,1.1388888888888888,L,L,W,D,L,L,-0.5277777777777778,-0.3055555555555556,0.05555555555555555,5.0
4158,H,1.0833333333333333,1.3055555555555556,L,D,D,L,L,L,-0.25,-0.3888888888888889,0.05555555555555555,1.0
4159,H,2.111111111111111,1.2222222222222223,W,D,W,W,L,D,0.8333333333333334,0.16666666666666666,0.08333333333333333,3.0
4160,A,0.8378378378378378,1.7027027027027026,L,L,L,W,D,W,-0.7297297297297297,0.35135135135135137,-0.1891891891891892,14.0
4161,H,0.9459459459459459,1.2972972972972974,W,D,D,L,D,W,-0.4594594594594595,0.16216216216216217,0.02702702702702703,15.0
4162,A,1.5945945945945945,1.162162162162162,L,W,W,W,L,L,0.3783783783783784,-0.35135135135135137,0.08108108108108109,4.0
4163,H,1.5675675675675675,1.1891891891891893,W,L,D,L,W,L,0.35135135135135137,-0.21621621621621623,0.02702702702702703,-12.0
4164,D,1.7297297297297298,1.8108108108108107,L,W,D,W,D,W,0.8108108108108109,0.6756756756756757,-0.08108108108108109,-1.0
4165,A,1.8918918918918919,1.5405405405405406,D,D,W,W,W,D,1.054054054054054,0.3783783783783784,-0.05405405405405406,-2.0
4166,H,1.5945945945945945,1.7027027027027026,L,W,W,W,D,W,0.3783783783783784,0.35135135135135137,-0.02702702702702703,8.0
4167,D,1.5675675675675675,1.2972972972972974,W,L,D,L,D,W,0.35135135135135137,0.16216216216216217,0.0,5.0
4168,H,0.8378378378378378,1.1891891891891893,L,L,L,L,W,L,-0.7297297297297297,-0.21621621621621623,-0.08108108108108109,0.0
4169,H,0.9459459459459459,1.1891891891891893,W,D,D,L,W,L,-0.4594594594594595,0.10810810810810811,0.05405405405405406,5.0
4170,H,1.7894736842105263,0.4473684210526316,D,W,D,D,L,L,0.6578947368421053,-1.1842105263157894,0.10526315789473684,-14.0
4171,D,1.2894736842105263,2.1052631578947367,D,L,D,W,D,W,0.15789473684210525,0.8421052631578947,-0.13157894736842105,-13.0
4172,H,1.1578947368421053,0.8947368421052632,L,L,W,W,L,L,0.02631578947368421,-0.6578947368421053,0.0,-7.0
4173,H,0.8947368421052632,1.8421052631578947,D,W,D,L,D,D,-0.6578947368421053,1.0,0.07894736842105263,10.0
4174,H,1.5789473684210527,1.105263157894737,W,W,W,W,L,L,0.39473684210526316,-0.23684210526315788,0.15789473684210525,-3.0
4175,H,1.263157894736842,1.631578947368421,L,D,L,W,L,W,-0.39473684210526316,0.39473684210526316,-0.13157894736842105,-3.0
4176,D,1.2105263157894737,1.7105263157894737,W,W,L,D,L,W,-0.2631578947368421,0.7894736842105263,0.05263157894736842,6.0
4177,D,1.1578947368421053,1.0,L,L,W,W,W,D,-0.2631578947368421,-0.3684210526315789,-0.10526315789473684,2.0
4178,D,1.105263157894737,1.5526315789473684,D,L,D,D,W,L,-0.3684210526315789,0.34210526315789475,-0.05263157894736842,7.0
4179,H,1.6578947368421053,1.105263157894737,L,W,D,D,L,L,0.3157894736842105,-0.5263157894736842,0.07894736842105263,-14.0
4180,A,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,6.0
4181,A,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,1.0
4182,D,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,8.0
4183,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,17.0
4184,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-13.0
4185,D,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,9.0
4186,D,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-7.0
4187,A,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,-6.0
4188,A,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,11.0
4189,H,0.0,0.0,M,M,M,M,M,M,0.0,0.0,0.0,3.0
4190,H,1.5,0.5,W,M,M,D,M,M,1.0,0.0,1.0,-1.0
4191,H,0.0,1.5,L,M,M,W,M,M,-0.5,0.5,-1.5,10.0
4192,D,0.0,0.0,L,M,M,L,M,M,-0.5,-0.5,0.0,-1.0
4193,A,0.5,1.5,D,M,M,W,M,M,0.0,0.5,-1.0,5.0
4194,A,1.5,1.5,W,M,M,W,M,M,0.5,0.5,0.0,-6.0
4195,H,0.5,0.0,D,M,M,L,M,M,0.0,-0.5,0.5,-12.0
4196,A,0.5,1.5,D,M,M,W,M,M,0.0,0.5,-1.0,3.0
4197,A,1.5,0.5,W,M,M,D,M,M,0.5,0.0,1.0,3.0
4198,A,0.0,0.5,L,M,M,D,M,M,-0.5,0.0,-0.5,-1.0
4199,H,0.0,0.0,L,M,M,L,M,M,-0.5,-1.0,0.0,-9.0
4200,H,2.0,1.0,W,W,M,W,L,M,0.6666666666666666,0.3333333333333333,1.0,-8.0
4201,D,0.0,0.0,L,L,M,L,L,M,-0.6666666666666666,-1.0,0.0,-1.0
4202,H,1.3333333333333333,0.3333333333333333,W,D,M,L,D,M,0.3333333333333333,-1.0,1.0,2.0
4203,A,2.0,2.0,W,W,M,W,W,M,1.0,1.3333333333333333,0.0,13.0
4204,H,0.3333333333333333,1.0,D,L,M,L,W,M,-0.3333333333333333,-0.3333333333333333,-0.6666666666666666,-11.0
4205,D,0.3333333333333333,0.0,L,D,M,L,L,M,-0.6666666666666666,-0.6666666666666666,0.3333333333333333,-11.0
4206,D,1.3333333333333333,1.0,W,D,M,L,W,M,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-5.0
4207,A,0.3333333333333333,0.3333333333333333,L,D,M,D,L,M,-0.3333333333333333,-0.3333333333333333,0.0,11.0
4208,H,2.0,1.0,W,W,M,W,L,M,1.3333333333333333,0.0,1.0,-3.0
4209,D,1.0,1.3333333333333333,L,W,M,W,D,M,0.0,0.3333333333333333,-0.3333333333333333,-4.0
4210,H,1.0,0.5,W,D,L,D,L,D,0.25,-0.5,0.5,-4.0
4211,H,0.25,1.0,D,L,L,D,L,W,-0.75,0.0,-0.75,2.0
4212,D,0.75,1.5,L,W,L,L,W,W,-0.5,0.5,-0.75,0.0
4213,H,1.0,1.0,D,L,W,W,D,L,-0.25,0.0,0.0,7.0
4214,A,2.25,2.25,W,W,W,W,W,W,1.25,1.5,0.0,1.0
4215,A,1.25,0.25,D,W,D,D,L,L,0.25,-0.5,1.0,3.0
4216,A,0.25,1.25,L,L,D,D,W,D,-1.0,0.25,-1.0,6.0
4217,A,0.75,0.25,L,W,L,L,L,D,-0.5,-0.75,0.5,-6.0
4218,D,0.75,2.25,L,L,W,W,W,W,-0.5,1.25,-1.5,2.0
4219,A,0.25,1.75,D,L,L,W,W,D,-0.5,0.5,-1.5,6.0
4220,A,2.0,1.4,D,W,W,W,D,L,1.0,0.4,0.6,2.0
4221,H,2.0,1.0,W,W,W,L,D,W,1.0,0.0,1.0,-7.0
4222,A,1.4,1.4,D,L,W,W,W,D,0.4,0.4,-0.6,16.0
4223,H,0.8,0.8,L,W,D,D,L,W,-0.6,-0.4,0.0,-17.0
4224,H,2.4,0.8,W,W,W,W,D,L,1.4,-0.4,1.0,-12.0
4225,H,0.8,0.6,L,D,L,L,L,W,-0.2,-0.8,-0.4,7.0
4226,H,0.8,0.2,W,D,L,L,L,L,-0.2,-1.6,0.8,6.0
4227,H,0.4,0.8,L,D,L,D,L,L,-0.6,-0.4,0.0,-6.0
4228,H,1.6,0.2,W,D,W,L,D,L,1.0,-1.0,1.2,-14.0
4229,H,0.8,1.8,W,L,L,L,W,W,-0.2,0.8,-0.6,8.0
4230,H,1.6666666666666667,1.6666666666666667,W,W,W,L,D,W,0.8333333333333334,0.6666666666666666,0.8333333333333334,-8.0
4231,H,0.6666666666666666,2.1666666666666665,L,W,D,W,W,W,-1.0,1.1666666666666667,-0.8333333333333334,5.0
4232,H,1.6666666666666667,1.1666666666666667,W,W,D,L,D,L,0.5,-0.16666666666666666,1.0,-10.0
4233,H,1.5,1.1666666666666667,L,L,W,W,L,W,0.3333333333333333,0.0,-0.5,4.0
4234,A,0.8333333333333334,1.8333333333333333,L,L,D,W,W,D,-0.3333333333333333,1.0,-1.0,15.0
4235,D,0.16666666666666666,1.1666666666666667,L,L,L,W,L,D,-1.8333333333333333,0.16666666666666666,-0.6666666666666666,-5.0
4236,A,0.16666666666666666,1.1666666666666667,L,L,D,W,W,D,-1.0,0.3333333333333333,-1.0,2.0
4237,A,0.6666666666666666,2.5,L,D,L,W,W,W,-0.5,1.8333333333333333,-1.3333333333333333,8.0
4238,A,0.5,0.8333333333333334,L,L,L,W,L,D,-1.0,-0.3333333333333333,-0.6666666666666666,1.0
4239,H,0.6666666666666666,1.1666666666666667,L,D,L,W,W,L,-0.8333333333333334,0.16666666666666666,-0.8333333333333334,5.0
4240,D,1.8571428571428572,1.4285714285714286,L,W,W,W,W,W,0.8571428571428571,0.42857142857142855,-0.42857142857142855,-4.0
4241,A,1.0,1.4285714285714286,L,L,D,L,L,D,-0.7142857142857143,0.14285714285714285,0.0,8.0
4242,D,0.14285714285714285,1.1428571428571428,L,L,L,D,W,L,-1.0,0.14285714285714285,-0.5714285714285714,3.0
4243,A,0.5714285714285714,1.8571428571428572,L,L,D,W,W,W,-0.7142857142857143,1.0,-1.1428571428571428,4.0
4244,D,1.0,1.0,L,W,W,W,L,W,-0.14285714285714285,-0.7142857142857143,0.0,-3.0
4245,D,0.42857142857142855,0.7142857142857143,L,L,L,L,L,L,-1.2857142857142858,-0.42857142857142855,0.0,-11.0
4246,A,1.0,1.8571428571428572,W,L,D,W,W,W,-0.42857142857142855,1.1428571428571428,-0.7142857142857143,16.0
4247,D,1.0,1.1428571428571428,L,W,L,W,W,L,-0.42857142857142855,0.14285714285714285,-0.42857142857142855,-5.0
4248,D,1.7142857142857142,0.2857142857142857,W,L,L,D,L,L,0.7142857142857143,-1.5714285714285714,0.2857142857142857,-4.0
4249,H,2.0,2.5714285714285716,W,W,W,W,W,W,1.0,1.8571428571428572,0.0,-1.0
4250,H,2.0,0.5,W,W,W,L,L,L,1.125,-0.75,1.125,-10.0
4251,H,1.0,0.875,D,W,L,L,L,L,-0.625,-0.875,0.5,-2.0
4252,H,1.625,1.0,W,L,L,D,L,W,0.375,-0.375,-0.125,9.0
4253,A,1.375,0.5,D,W,W,D,L,L,0.375,-1.125,0.75,8.0
4254,D,2.25,1.75,L,W,W,D,L,W,1.375,0.75,0.25,-7.0
4255,H,0.375,0.25,D,D,L,D,L,L,-1.375,-0.875,0.125,-8.0
4256,D,1.125,2.125,D,D,W,W,W,W,0.125,1.125,-0.5,11.0
4257,A,0.75,1.0,D,L,L,D,L,W,-0.375,-0.125,-0.375,5.0
4258,H,1.125,0.875,D,W,W,L,W,L,0.125,-0.5,0.5,-12.0
4259,D,2.0,1.625,W,W,W,D,W,L,1.0,0.625,0.625,3.0
4260,D,2.111111111111111,0.6666666666666666,W,W,W,L,D,L,1.1111111111111112,-0.4444444444444444,0.8888888888888888,-16.0
4261,D,1.2222222222222223,2.0,W,D,W,D,W,W,0.0,1.0,0.0,13.0
4262,H,0.7777777777777778,1.6666666666666667,L,L,W,D,D,L,-0.6666666666666666,0.6666666666666666,0.1111111111111111,7.0
4263,A,0.7777777777777778,0.6666666666666666,L,L,L,W,D,D,-1.3333333333333333,-1.0,-0.5555555555555556,9.0
4264,H,0.8888888888888888,1.2222222222222223,L,D,L,L,D,W,-0.6666666666666666,0.2222222222222222,-0.3333333333333333,-14.0
4265,H,1.8888888888888888,1.1111111111111112,D,W,W,D,D,D,0.8888888888888888,0.1111111111111111,0.4444444444444444,-6.0
4266,D,0.4444444444444444,1.2222222222222223,L,L,L,W,D,L,-0.7777777777777778,0.0,-0.4444444444444444,-1.0
4267,H,0.7777777777777778,0.2222222222222222,W,D,L,L,D,L,-0.8888888888888888,-1.0,0.3333333333333333,-10.0
4268,H,1.7777777777777777,1.5555555555555556,W,W,L,D,D,W,0.6666666666666666,0.5555555555555556,0.1111111111111111,5.0
4269,D,2.111111111111111,1.3333333333333333,D,L,W,W,D,W,1.2222222222222223,0.3333333333333333,-0.3333333333333333,-2.0
4270,A,1.1,2.0,L,L,D,W,D,W,0.0,0.9,-0.6,7.0
4271,D,1.4,1.0,L,D,D,W,L,L,0.1,-0.5,-0.1,-13.0
4272,H,0.7,1.2,D,L,D,D,W,D,-0.4,0.0,-0.3,2.0
4273,A,0.2,2.0,L,L,D,D,W,W,-1.0,1.0,-0.6,15.0
4274,D,1.9,1.1,D,D,W,W,L,D,0.9,-0.4,0.1,2.0
4275,H,1.2,0.7,D,W,D,L,L,L,0.0,-1.4,0.5,-5.0
4276,A,1.0,2.0,L,D,D,D,D,L,0.0,1.1,0.0,10.0
4277,H,1.5,1.0,L,D,D,W,W,D,0.5,-0.7,-0.5,4.0
4278,A,1.3,1.9,D,W,D,W,W,W,0.3,1.0,-0.4,-4.0
4279,H,0.9,0.5,W,W,D,D,L,L,-0.7,-0.7,0.6,-3.0
4280,A,1.0909090909090908,0.18181818181818182,L,D,W,L,L,L,-0.18181818181818182,-1.1818181818181819,0.36363636363636365,-1.0
4281,H,1.0,1.0,D,W,L,L,L,L,-0.45454545454545453,-0.18181818181818182,0.36363636363636365,3.0
4282,H,2.0,1.6363636363636365,W,W,W,W,L,D,1.0909090909090908,0.6363636363636364,0.45454545454545453,-1.0
4283,D,2.090909090909091,0.9090909090909091,W,D,D,W,D,L,1.3636363636363635,-0.18181818181818182,0.09090909090909091,-14.0
4284,D,0.9090909090909091,1.0909090909090908,L,W,W,W,W,W,-0.8181818181818182,-0.45454545454545453,-0.2727272727272727,-2.0
4285,D,2.090909090909091,1.8181818181818181,W,D,W,D,D,D,1.1818181818181819,0.8181818181818182,0.36363636363636365,-1.0
4286,H,0.6363636363636364,1.1818181818181819,L,L,L,L,D,W,-1.3636363636363635,0.09090909090909091,-0.36363636363636365,12.0
4287,A,1.0909090909090908,0.9090909090909091,D,W,L,L,L,D,-0.36363636363636365,-0.36363636363636365,0.2727272727272727,-13.0
4288,H,2.090909090909091,1.3636363636363635,W,W,D,W,D,W,1.0,0.09090909090909091,0.0,-5.0
4289,A,0.45454545454545453,1.3636363636363635,L,D,L,D,L,D,-0.8181818181818182,0.09090909090909091,-0.09090909090909091,7.0
4290,A,0.9166666666666666,2.0,L,L,L,D,W,D,-0.25,1.25,-0.4166666666666667,11.0
4291,D,1.5,0.4166666666666667,L,W,L,L,L,D,0.16666666666666666,-0.9166666666666666,0.16666666666666666,-1.0
4292,D,1.5,2.0,W,D,L,D,W,D,0.25,1.0833333333333333,-0.08333333333333333,3.0
4293,D,1.0833333333333333,2.1666666666666665,L,L,D,W,W,W,0.0,1.3333333333333333,-0.6666666666666666,-2.0
4294,A,1.0833333333333333,1.0,D,W,W,L,L,D,-0.4166666666666667,-0.25,0.5,-7.0
4295,H,0.4166666666666667,0.8333333333333334,W,L,L,W,L,L,-1.0,-1.1666666666666667,0.0,-1.0
4296,H,1.75,0.9166666666666666,D,D,D,D,L,W,0.75,-0.75,-0.08333333333333333,-4.0
4297,H,1.25,1.0,L,W,D,L,D,W,-0.3333333333333333,-0.4166666666666667,0.0,12.0
4298,A,0.9166666666666666,2.0833333333333335,D,W,D,W,W,W,-0.16666666666666666,1.4166666666666667,-0.3333333333333333,8.0
4299,H,1.0833333333333333,1.1666666666666667,W,L,L,W,D,W,-0.25,-0.3333333333333333,-0.3333333333333333,-4.0
4300,A,1.0769230769230769,2.076923076923077,L,W,D,W,D,W,-0.6153846153846154,1.2307692307692308,-0.23076923076923078,14.0
4301,H,2.1538461538461537,1.8461538461538463,W,W,W,W,D,D,1.3846153846153846,0.7692307692307693,0.3076923076923077,7.0
4302,D,0.7692307692307693,1.2307692307692308,L,W,L,W,W,L,-1.3076923076923077,0.07692307692307693,-0.23076923076923078,4.0
4303,D,0.9230769230769231,0.8461538461538461,L,L,D,L,D,W,-0.46153846153846156,-0.23076923076923078,-0.23076923076923078,-17.0
4304,H,2.076923076923077,0.6153846153846154,D,W,W,W,W,L,1.2307692307692308,-0.6923076923076923,0.07692307692307693,-9.0
4305,H,0.46153846153846156,0.8461538461538461,D,L,L,L,L,L,-0.8461538461538461,-0.3076923076923077,0.07692307692307693,-3.0
4306,H,1.9230769230769231,1.1538461538461537,D,D,W,W,L,L,1.0,-0.15384615384615385,0.15384615384615385,-14.0
4307,D,1.4615384615384615,0.8461538461538461,D,W,D,L,D,L,0.23076923076923078,-0.7692307692307693,0.3076923076923077,-2.0
4308,H,1.0769230769230769,1.4615384615384615,D,L,L,D,L,W,0.0,0.15384615384615385,-0.23076923076923078,-5.0
4309,A,1.3846153846153846,1.0,W,L,W,L,D,W,-0.23076923076923078,-0.46153846153846156,0.15384615384615385,4.0
4310,H,0.7857142857142857,1.2142857142857142,L,L,L,W,D,L,-0.35714285714285715,0.07142857142857142,-0.2857142857142857,9.0
4311,A,2.142857142857143,2.2142857142857144,W,W,D,W,W,W,1.2142857142857142,1.3571428571428572,-0.14285714285714285,-6.0
4312,H,1.1428571428571428,1.0,W,L,D,L,L,W,-0.35714285714285715,-0.6428571428571429,0.07142857142857142,-9.0
4313,H,0.5714285714285714,0.9285714285714286,L,W,W,D,L,L,-0.7857142857142857,-0.42857142857142855,0.35714285714285715,16.0
4314,H,1.7142857142857142,0.6428571428571429,L,W,D,W,D,L,0.6428571428571429,-0.7142857142857143,0.0,-9.0
4315,H,1.2142857142857142,1.2857142857142858,D,W,W,L,W,L,0.07142857142857142,-0.2857142857142857,0.2857142857142857,1.0
4316,A,0.8571428571428571,2.0,D,L,D,W,D,D,-0.7142857142857143,1.0714285714285714,-0.21428571428571427,5.0
4317,H,1.0714285714285714,2.142857142857143,L,W,L,W,D,W,-0.2857142857142857,1.2857142857142858,-0.2857142857142857,8.0
4318,D,1.3571428571428572,1.4285714285714286,L,D,L,D,D,W,0.07142857142857142,0.21428571428571427,-0.2857142857142857,6.0
4319,H,0.8571428571428571,0.7857142857142857,D,L,D,D,L,W,-0.21428571428571427,-1.2142857142857142,-0.14285714285714285,0.0
4320,H,2.066666666666667,1.2666666666666666,W,W,D,W,W,L,1.2666666666666666,-0.2,0.06666666666666667,-7.0
4321,H,0.9333333333333333,1.2,L,L,L,W,L,W,-0.7333333333333333,-0.2,-0.4,2.0
4322,D,0.7333333333333333,0.9333333333333333,L,D,L,W,L,L,-1.2,-0.13333333333333333,-0.13333333333333333,3.0
4323,H,0.8666666666666667,2.0,L,D,L,L,W,W,-0.4666666666666667,1.0,-0.3333333333333333,-3.0
4324,H,0.6,0.7333333333333333,L,W,D,W,L,W,-1.0,-0.6666666666666666,-0.13333333333333333,-5.0
4325,H,1.2,1.3333333333333333,L,L,W,D,L,D,-0.4,0.06666666666666667,0.06666666666666667,2.0
4326,H,2.2666666666666666,1.3333333333333333,W,W,W,W,D,W,1.4,0.2,0.13333333333333333,-4.0
4327,D,2.0,0.8,L,W,D,L,D,L,1.1333333333333333,-0.9333333333333333,0.2,1.0
4328,H,1.4,1.8,D,D,D,W,L,W,0.2,0.9333333333333333,-0.2,2.0
4329,H,1.1333333333333333,1.0,L,W,D,W,D,L,-0.13333333333333333,-0.13333333333333333,0.0,-12.0
4330,H,1.125,1.0,L,W,L,W,L,D,-0.25,-0.3125,-0.0625,15.0
4331,H,1.25,2.125,L,D,L,W,W,W,0.0,1.3125,-0.5,9.0
4332,A,0.9375,1.5,D,W,L,W,D,D,-0.125,0.25,-0.0625,10.0
4333,H,1.875,1.3125,L,L,W,W,L,L,0.8125,-0.3125,0.0,-9.0
4334,A,0.9375,1.9375,L,W,D,D,L,W,-0.1875,1.0625,0.0,10.0
4335,D,1.1875,1.25,L,W,W,W,L,W,-0.3125,-0.0625,0.0,3.0
4336,A,0.6875,2.3125,L,W,L,W,W,W,-0.8125,1.375,-0.375,7.0
4337,H,1.6875,0.75,L,W,L,D,L,D,0.8125,-1.125,0.0625,-15.0
4338,H,1.25,0.75,L,W,D,W,L,W,0.125,-0.75,-0.125,2.0
4339,H,0.8125,1.0625,D,L,D,W,L,L,-0.875,-0.625,-0.0625,-11.0
4340,A,0.8823529411764706,2.3529411764705883,L,D,W,W,W,W,-0.17647058823529413,1.3529411764705883,-0.29411764705882354,5.0
4341,H,0.8823529411764706,0.7058823529411765,L,L,W,L,W,L,-0.35294117647058826,-0.8235294117647058,0.0,6.0
4342,D,1.1764705882352942,0.9411764705882353,D,L,W,L,W,L,-0.29411764705882354,-0.35294117647058826,0.058823529411764705,8.0
4343,H,0.6470588235294118,1.2352941176470589,L,L,W,L,W,L,-0.8235294117647058,-0.4117647058823529,0.0,4.0
4344,A,1.3529411764705883,1.588235294117647,W,L,W,W,W,D,0.23529411764705882,0.29411764705882354,-0.058823529411764705,9.0
4345,H,0.9411764705882353,0.7058823529411765,W,D,L,L,D,L,-0.7647058823529411,-1.2352941176470589,0.17647058823529413,-11.0
4346,A,1.2352941176470589,1.2352941176470589,W,L,W,D,W,L,-0.17647058823529413,-0.058823529411764705,0.11764705882352941,10.0
4347,H,1.9411764705882353,2.0,W,L,L,L,W,W,0.8823529411764706,1.1764705882352942,-0.17647058823529413,2.0
4348,H,1.7647058823529411,1.0,W,L,W,L,W,L,0.9411764705882353,-0.6470588235294118,0.17647058823529413,-15.0
4349,A,1.3529411764705883,2.0,W,L,D,W,D,L,0.058823529411764705,1.1764705882352942,0.0,3.0
4350,H,1.8888888888888888,1.2777777777777777,L,L,W,L,W,L,1.0555555555555556,0.1111111111111111,0.0,-12.0
4351,H,0.9444444444444444,1.0,L,L,W,W,L,L,-0.6666666666666666,-0.16666666666666666,0.0,0.0
4352,H,2.388888888888889,1.1666666666666667,W,W,W,L,W,L,1.3333333333333333,-0.2777777777777778,0.3333333333333333,-6.0
4353,A,0.6666666666666666,2.0,L,L,D,W,W,L,-1.2222222222222223,0.8888888888888888,-0.2777777777777778,14.0
4354,A,0.9444444444444444,1.2777777777777777,D,L,W,L,W,L,-0.3333333333333333,0.0,0.05555555555555555,-10.0
4355,H,1.6666666666666667,0.7777777777777778,W,W,W,W,L,L,0.3888888888888889,-0.7222222222222222,0.3333333333333333,-12.0
4356,A,0.6666666666666666,1.0555555555555556,L,L,W,W,W,D,-0.9444444444444444,-0.6666666666666666,-0.2222222222222222,5.0
4357,D,1.1666666666666667,0.8333333333333334,L,L,W,L,L,D,-0.4444444444444444,-0.2222222222222222,0.1111111111111111,-2.0
4358,H,2.0555555555555554,1.1666666666666667,W,W,D,D,D,L,1.1666666666666667,-0.2777777777777778,0.2777777777777778,-1.0
4359,A,1.3333333333333333,1.8333333333333333,W,D,W,W,W,L,0.05555555555555555,0.9444444444444444,0.05555555555555555,3.0
4360,D,0.631578947368421,1.368421052631579,L,L,L,W,L,W,-1.3157894736842106,0.10526315789473684,-0.3157894736842105,7.0
4361,H,1.0526315789473684,0.7368421052631579,W,L,L,L,W,L,-0.5789473684210527,-0.7894736842105263,0.0,1.0
4362,H,2.4210526315789473,1.105263157894737,W,W,W,L,D,D,1.4210526315789473,-0.42105263157894735,0.3684210526315789,1.0
4363,H,0.8947368421052632,1.1578947368421053,L,D,L,W,W,W,-0.42105263157894735,-0.47368421052631576,-0.42105263157894735,-6.0
4364,H,2.1052631578947367,2.0526315789473686,W,W,W,W,W,W,1.263157894736842,1.0,0.0,4.0
4365,H,1.736842105263158,0.9473684210526315,W,W,W,L,W,L,0.47368421052631576,-0.21052631578947367,0.3157894736842105,-13.0
4366,A,1.263157894736842,1.2105263157894737,L,W,D,L,L,W,-0.10526315789473684,0.05263157894736842,0.05263157894736842,-8.0
4367,A,0.631578947368421,1.105263157894737,L,L,L,L,L,W,-1.0526315789473684,-0.42105263157894735,-0.15789473684210525,-4.0
4368,H,1.9473684210526316,0.8421052631578947,W,L,L,D,L,L,1.0526315789473684,-0.21052631578947367,0.10526315789473684,-13.0
4369,A,1.1578947368421053,1.894736842105263,D,L,L,W,W,W,-0.42105263157894735,1.0526315789473684,-0.42105263157894735,10.0
4370,H,1.35,1.2,D,W,L,L,L,W,0.1,-0.15,0.05,5.0
4371,H,1.95,1.15,L,W,W,W,W,L,0.9,-0.4,0.0,-14.0
4372,D,0.9,1.0,L,L,W,W,L,D,-0.25,-0.35,-0.05,17.0
4373,D,0.7,2.15,L,L,W,W,W,W,-0.9,1.25,-0.3,9.0
4374,H,1.3,0.65,W,L,L,D,L,L,0.1,-1.25,0.1,-4.0
4375,A,1.1,1.8,L,W,W,W,W,W,-0.5,0.5,-0.15,2.0
4376,D,1.2,2.0,W,L,L,W,W,L,-0.25,1.1,-0.15,14.0
4377,A,0.8,0.6,L,D,L,L,L,L,-0.3,-1.15,0.05,3.0
4378,H,1.05,1.1,L,L,D,L,D,L,-0.5,-0.55,0.0,-4.0
4379,H,1.95,2.45,W,W,W,W,W,W,1.15,1.45,0.0,-7.0
4380,H,1.0952380952380953,1.1428571428571428,L,W,W,L,L,L,-0.42857142857142855,-0.2857142857142857,0.2857142857142857,12.0
4381,H,0.6190476190476191,1.1904761904761905,L,D,L,D,W,L,-1.2857142857142858,-0.23809523809523808,-0.14285714285714285,2.0
4382,A,1.0,2.3333333333333335,D,W,L,L,W,W,-0.3333333333333333,1.2857142857142858,-0.09523809523809523,-9.0
